DispoCode,Code,Succession,Elephant,VillDist,RoadDist,ParkDist,Park,Succ2,Temp,Prec,PrecDryQt,Elev,SoilPCA1,SoilPCA2
NRI_P133,MSNA_97,Secondaire,Active,9.640140809,29.16074269,0.803751081,0,Sec,24.7,157.7,5.5,409,-0.092556036,-1.35964361
NRI_P134,MTKG_92,Primaire,Active,7.202042209,37.06447796,0,1,Prm,22.7,239.6,5.6,566,0.108533665,1.365842797
NRI_P135,MTSA_48,Secondaire,Active,13.01851982,12.71458866,65.7727049,0,Sec,24,182.6,5.1,517,0.011014959,-1.687869965
NRI_P136,MTZC_107,Secondaire,Active,7.832219977,10.97834852,93.25855783,0,Sec,23.5,172.9,8.4,559,-0.092556036,-1.35964361
NRI_P137,MUPI_36,Exploitee,Ancienne piste/pas d'activite,2.465064612,23.80133803,29.95571852,0,Exp,24.2,189.7,4.4,467,0.011014959,-1.687869965
NRI_P138,MYIK_122,Primaire,Ancienne piste/pas d'activite,7.388739188,6.402132072,51.50440519,0,Prm,23.8,158.7,15.2,515,-0.092556036,-1.35964361
NRI_P139,MYZA_75,Secondaire,Ancienne piste/pas d'activite,6.672702602,19.4244121,87.66748345,0,Sec,24.7,169.3,5.8,371,0.221918794,1.137765611
NRI_P140,MZGO_123,Primaire,Active,11.79373501,11.40150337,95.68636009,0,Prm,23.8,158.6,19.7,505,-2.768031015,-2.363284346
NRI_P141,NDMB_86,Exploitee,Active,7.463224795,39.11251772,83.64433401,0,Prm,25.1,168.5,5.4,329,0.221918794,1.137765611
NRI_P142,NGF_240,Exploitee,Ancienne piste/pas d'activite,5.267721617,17.67740661,45.85742218,0,Prm,26.1,216.3,2.5,55,-10.10242427,-2.097610986
NRI_P143,NOYE_57,Secondaire,Ancienne piste/pas d'activite,7.670761813,70.85802476,9.109502913,0,Sec,24.2,205,2.5,430,0.108533665,1.365842797
NRI_P144,NSBO_84,Secondaire,Ancienne piste/pas d'activite,16.71412107,21.56696774,30.80899896,0,Sec,25.2,154.8,4.1,316,-0.092556036,-1.35964361
NRI_P145,NTO_387,Exploitee,Active,29.56016533,59.97225065,12.75173295,0,Exp,23.8,165.3,15.3,561,-0.092556036,-1.35964361
NRI_P146,NTO_394,Primaire,Active,16.67761986,55.36040091,20.48213867,0,Prm,23.1,169.1,17.8,711,-0.092556036,-1.35964361
NRI_P147,NTS_308,Exploitee,Ancienne piste/pas d'activite,5.116047812,4.090938201,20.71016625,0,Prm,23.8,165.9,9,525,-0.092556036,-1.35964361
NRI_P148,NZA_276,Exploitee,Active,3.834240662,2.217186312,23.65008745,0,Prm,25.3,154.9,3.6,328,7.3545893,-2.07527607
NRI_P149,OBAK_63,Secondaire,Ancienne piste/pas d'activite,5.598630888,0.174219157,90.54129943,0,Sec,24.5,182.8,6.6,431,0.221918794,1.137765611
NRI_P150,ONGA_77,Secondaire,Ancienne piste/pas d'activite,10.22907325,53.81826317,119.2274719,0,Sec,24.2,179.8,9.1,475,-10.1335921,-2.146697313
NRI_P151,OVAN_108,Primaire,Active,17.89339481,17.74038014,36.0350399,0,Prm,24.3,159.1,7.1,480,-0.092556036,-1.35964361
NRI_P152,OVAN_96,Exploitee,Ancienne piste/pas d'activite,9.480779373,9.154004569,17.8213514,0,Exp,24.6,157.3,5.1,431,-0.092556036,-1.35964361
NRI_P153,OVLA_44,Primaire,Ancienne piste/pas d'activite,11.62920255,30.30944904,8.512813924,0,Prm,23.3,210.4,2.4,644,0.108533665,1.365842797
NRI_P154,OYA_280,Exploitee,Active,3.820823528,15.66987377,29.87203055,0,Exp,26,224.3,3.5,101,0.221918794,1.137765611
NRI_P156,PNGU_46,Primaire,Active,6.898878202,10.9266092,47.31458469,0,Prm,23.8,188.7,2.7,591,0.011014959,-1.687869965
NRI_P159,POBG_34,Primaire,Active,16.81701326,29.012533,0,1,Prm,21.9,197.7,3.4,866,0.011014959,-1.687869965
NRI_P160,PON_78,Primaire,Ancienne piste/pas d'activite,1.529935101,24.21743299,0,1,Prm,26.2,261.7,2.1,22,-10.10242427,-2.097610986
NRI_P161,RMBU_79,Secondaire,Ancienne piste/pas d'activite,17.23469103,39.45565087,23.52320448,0,Sec,26.1,226.4,2.3,57,-10.10242427,-2.097610986
NRI_P162,RPE_296,Exploitee,NA,6.187113385,6.194559193,41.81293572,0,Prm,24.3,162.9,4.7,496,-0.092556036,-1.35964361
NRI_P164,SAB_136,Exploitee,Ancienne piste/pas d'activite,17.67600057,66.53750049,69.83976774,0,Prm,25.8,202.2,1.8,72,-10.10242427,-2.097610986
NRI_P166,SIM_330,Secondaire,Active,4.479398294,3.899542529,8.559849474,0,Sec,23.8,164.9,9.4,531,-0.092556036,-1.35964361
NRI_P167,SIN_391,Primaire,Ancienne piste/pas d'activite,61.73256803,99.74567687,0,1,Prm,23.9,160.9,17.6,528,-0.092556036,-1.35964361
NRI_P168,SIN_392,Primaire,Ancienne piste/pas d'activite,6.826488921,42.33496554,24.26170617,0,Prm,23.9,161.4,13.7,502,-2.768031015,-2.363284346
NRI_P170,SOM_322,Exploitee,NA,11.40527065,33.40990164,66.16833764,0,Prm,24.1,161.6,6,524,-0.092556036,-1.35964361
NRI_P171,SONG_104,Secondaire,Ancienne piste/pas d'activite,1.013235397,46.99369924,8.063800494,0,Sec,23.4,245.3,6.3,436,0.108533665,1.365842797
NRI_P172,STCM_16,Primaire,Active,12.73139499,105.1194508,14.59285643,0,Prm,25.5,186.5,1.1,45,-0.345365371,4.929998266
NRI_P173,STR_233,Secondaire,Active,5.746160195,12.01283455,52.58314059,0,Sec,26,213,2.4,67,0.221918794,1.137765611
NRI_P174,TBGA_6,Primaire,Active,17.75291941,56.63185863,47.25519722,0,Prm,23.1,161.4,0.5,457,0.108533665,1.365842797
NRI_P175,TCHBL_105,Primaire,Active,17.72002445,63.30852528,0,1,Prm,22.1,230.5,6.7,680,0.108533665,1.365842797
NRI_P176,TKNV_127,Primaire,Active,41.35710169,80.94485155,0.202538867,0,Exp,23.6,165.3,19.6,614,-0.092556036,-1.35964361
NRI_P177,TSGI_19,Primaire,Ancienne piste/pas d'activite,1.868154416,5.271775711,59.89573713,0,Prm,25.7,166.2,0.6,175,0.221918794,1.137765611
NRI_P178,VIA_94,Exploitee,Ancienne piste/pas d'activite,9.100843529,8.411048696,54.13557832,0,Prm,24.8,174.1,4.7,332,-0.092556036,-1.35964361
NRI_P179,WWG_220,Exploitee,Active,13.43324292,90.03619617,59.53281455,0,Prm,25.5,218.8,1.2,116,7.3545893,-2.07527607
NRI_P180,WWG_243,Secondaire,Active,8.83956902,69.2240191,38.76704096,0,Sec,25.8,229.2,1.4,44,7.3545893,-2.07527607
NRI_P181,WWG_60,Secondaire,Ancienne piste/pas d'activite,17.28884655,57.71129853,27.2304405,0,Sec,25.6,236.6,1.6,113,7.3545893,-2.07527607
NRI_P182,WWG_62,Primaire,Active,10.24776711,64.18152658,70.18390062,0,Prm,25.8,213.3,1.4,61,7.3545893,-2.07527607
NRI_P183,WWG_64,Exploitee,Active,12.08178694,107.4970015,82.4949035,0,Prm,25.7,209.8,1.1,39,7.3545893,-2.07527607
NRI_P184,WWG_65,Exploitee,Active,26.05675149,92.11663275,76.77562203,0,Prm,25.4,212.8,1.2,99,7.3545893,-2.07527607
NRI_P186,YALC_51,Primaire,NA,10.93604961,28.95343756,76.27352746,0,Prm,23.9,191.9,7.9,518,0.221918794,1.137765611
NRI_P187,YEN_95,Exploitee,Active,3.266291444,2.543950538,45.99365158,0,Prm,24.9,164.5,4.6,365,-0.092556036,-1.35964361
NRI_P188,ZOL_345,Secondaire,Active,3.260050695,2.200640995,33.25844099,0,Sec,23.8,163.3,11.8,517,-0.092556036,-1.35964361
OLAM_P001,OL_003,Exploitee,Ancienne piste/pas d'activite,2.965307615,13.93765584,26.61673762,0,Prm,26.1,227.1,3.5,67,0.221918794,1.137765611
OLAM_P002,OL_005,Secondaire,Pas d'indice,4.382970674,4.429142584,37.35564954,0,Sec,25.8,226,3.4,61,0.221918794,1.137765611
OLAM_P003,OL_006,Secondaire,Pas d'indice,3.048560223,2.943963039,32.25248999,0,Sec,26.1,229.9,3.1,50,0.221918794,1.137765611
OLAM_P004,OL_007,Secondaire,Active,12.68366389,12.49455663,37.59826316,0,Sec,26,225.8,2.9,87,0.221918794,1.137765611
OLAM_P005,OL_008,Secondaire,Active,3.980951814,12.18409639,45.00550631,0,Sec,26.1,221,2.9,67,0.221918794,1.137765611
OLAM_P006,OL_009,Secondaire,Pas d'indice,4.283665184,3.876087949,58.176086,0,Sec,26,217.1,3,76,0.221918794,1.137765611
OLAM_P007,OL_010,Secondaire,Pas d'indice,4.481651639,4.287975425,58.21651468,0,Sec,26.2,217.3,3.1,60,0.221918794,1.137765611
OLAM_P008,OL_011,Exploitee,Pas d'indice,3.025797442,1.555938275,65.42792929,0,Exp,26.1,213.3,3.2,75,0.221918794,1.137765611
OLAM_P009,OL_012,Secondaire,Active,4.093607532,15.87738917,85.55784377,0,Sec,26.1,206,2.9,49,0.221918794,1.137765611
OLAM_P010,OL_013,Exploitee,NA,5.74228566,5.461336986,86.00062185,0,Prm,25.9,204.8,2.7,61,-10.10242427,-2.097610986
OLAM_P011,OL_014,Exploitee,Ancienne piste/pas d'activite,10.0142947,10.89745469,85.47435993,0,Prm,25.9,205.3,2.6,65,-0.345365371,4.929998266
OLAM_P012,OL_015,Exploitee,Ancienne piste/pas d'activite,11.94763962,12.08652093,70.97898205,0,Exp,25.8,206.9,2.8,105,-10.10242427,-2.097610986
OLAM_P013,OL_025,Secondaire,Active,3.638666511,3.504590156,66.16506019,0,Sec,26.1,214.2,3.2,61,0.221918794,1.137765611
OLAM_P014,OL_050,Secondaire,Pas d'indice,3.604858622,2.693787919,58.61562031,0,Sec,26.1,215.6,2.9,61,0.221918794,1.137765611
OLAM_P015,OL_051,Secondaire,Active,3.756128028,3.35360584,62.07179275,0,Sec,26.2,214.5,3.1,59,0.221918794,1.137765611
OLAM_P016,OL_053,Exploitee,Ancienne piste/pas d'activite,5.599179393,5.213068511,44.51633275,0,Prm,26,222.5,3.1,78,0.221918794,1.137765611
OLAM_P017,OL_055,Exploitee,Pas d'indice,2.931602625,3.023444945,33.14522554,0,Prm,26.3,232.1,3.2,28,0.221918794,1.137765611
OLAM_P018,OL_065,Secondaire,Ancienne piste/pas d'activite,3.529378591,2.835942241,44.51656944,0,Sec,26,223.7,3.1,64,0.221918794,1.137765611
OLAM_P019,OL_067,Exploitee,Pas d'indice,2.847295555,2.660882941,26.04605449,0,Prm,26.3,233,3,44,0.221918794,1.137765611
OLAM_P020,OL_068,Primaire,Active,5.478044209,14.17591782,80.82780914,0,Prm,26.1,206.9,2.9,50,0.221918794,1.137765611
OLAM_P021,OL_080,Secondaire,Pas d'indice,2.99545107,12.2203121,50.71625863,0,Sec,26.1,216.2,2.7,61,0.221918794,1.137765611
OLAM_P022,OL_081,Secondaire,Active,19.09812381,19.70922058,31.22507379,0,Sec,26,229.1,2.8,90,-10.10242427,-2.097610986
OLAM_P023,OL_125,Secondaire,Ancienne piste/pas d'activite,5.665777359,5.583025983,78.26488707,0,Sec,25.9,206.6,2.8,67,-0.345365371,4.929998266
OLAM_P024,OL_142,Exploitee,Active,3.063459432,3.245958238,35.95255177,0,Prm,26.4,228.1,3.2,45,0.221918794,1.137765611
OLAM_P025,OL_150,Primaire,NA,6.32415734,5.89398847,88.87345681,0,Prm,25.9,203.4,2.4,59,-0.345365371,4.929998266
OLAM_P026,OL_286,Exploitee,Pas d'indice,3.35860391,2.744927621,25.7841358,0,Prm,26.4,238.1,3.1,28,-0.345365371,4.929998266
OLAM_P027,OL_331,Exploitee,Ancienne piste/pas d'activite,2.220204604,10.18541951,34.06823867,0,Prm,25.8,223.8,3.4,90,0.221918794,1.137765611
OLAM_P028,OL_377,Secondaire,NA,2.718282851,2.522080042,80.96294946,0,Sec,25.9,205.8,2.8,76,-10.10242427,-2.097610986
OLAM_P029,OL_412,Secondaire,Pas d'indice,1.334595289,2.574239168,66.64907143,0,Sec,26.1,212,2.8,52,0.221918794,1.137765611
OLAM_P030,OL_452,Secondaire,NA,9.788449413,15.56373402,38.66707486,0,Sec,26,223.5,2.6,71,0.221918794,1.137765611
OLAM_P031,OL_553,Exploitee,Ancienne piste/pas d'activite,2.242135461,1.455724244,41.81076687,0,Exp,26.2,224,3.1,36,0.221918794,1.137765611
OLAM_P032,OL_612,Exploitee,Active,7.462769213,13.92111027,83.45183708,0,Prm,26,205.3,2.7,58,-0.345365371,4.929998266
OLAM_P033,OL_613,Secondaire,Pas d'indice,2.397021757,12.2505199,49.141238,0,Sec,26,218.2,2.8,75,0.221918794,1.137765611
OLAM_P035,OL_727,Secondaire,Pas d'indice,2.197637,1.899342319,50.59775086,0,Sec,26.1,220.2,3.1,65,0.221918794,1.137765611
OLAM_P036,OL_952,Secondaire,Ancienne piste/pas d'activite,4.478164336,3.974498339,49.33599838,0,Sec,26.1,220.7,3,66,0.221918794,1.137765611
