"","DispoCode","Elev","Latitude","Succ2","Temp","Prec","SoilPCA","Elephant","VillDist","PopDensity","NightLights"
"144","NRI_P090",0.711215913095185,1.53139626544177,"Prm",-0.730409842896104,-0.980321603340208,-0.136575481585022,1,2.93899883196143,-0.235432129291318,-0.368405098137818
"145","NRI_P091",0.84134700377643,1.53963744667946,"Sec",-0.730409842896104,-0.932549256190681,-0.136575481585022,1,3.50389215312008,-0.302537689939848,-0.490134446334108
"146","NRI_P093",1.08366006918289,1.55084636631299,"Sec",-0.910510900048562,-0.802881456784826,-0.136575481585022,1,1.50431703262915,0.418365058678278,-0.357672220644842
"147","NRI_P094",1.0881473481719,1.54406622551633,"Sec",-0.910510900048562,-0.813118388316866,-0.136575481585022,1,1.73024099529896,0.168003431930922,-0.336157008622248
"148","NRI_P098",0.733652308040227,1.68768193511825,"Prm",-0.820460371472335,-0.99397084538293,-0.136575481585022,1,4.1999619227034,NA,NA
"149","NRI_P099",1.16891836997405,1.4908828315457,"Prm",-1.00056142862479,-0.796056835763464,-0.136575481585022,1,1.96571597814679,0.161118106157742,-0.313983291311582
"150","NRI_P100",0.823397887820396,1.20838457460395,"Prm",-0.640359314319877,-0.809706077806186,-0.136575481585022,NA,1.14093994989583,-0.211021879494206,-0.223992917625123
"151","NRI_P101",0.760575981974278,1.14740896494781,"Prm",-0.730409842896104,-0.91890001414796,-0.136575481585022,1,0.772846447668532,-0.358750819539973,-0.272010259532792
"152","NRI_P103",0.729165029051219,1.38433341354929,"Prm",-0.730409842896104,-0.966672361297486,-0.136575481585022,1,1.83111247826548,-0.311982992484638,-0.394110137937062
"153","NRI_P104",0.760575981974278,1.33048037604319,"Prm",-0.550308785743646,-0.874539977509114,-0.136575481585022,1,2.07111425808158,-0.285586519971645,-0.41511705143157
"154","NRI_P105",0.796474213886346,1.56266405279695,"Sec",-0.730409842896104,-0.959847740276125,-0.136575481585022,1,3.38175474878818,-0.326054383624622,-0.550316402387938
